person_name,user_name,email,personal_number,birth_date,address,phone,mac_address,ip_address,iban,accessed_at,session_duration,download_speed,upload_speed,consumed_traffic,unique_id
Renata Manole,renatamanole,renatamanole@acasa.ro,7650827032402,1971-01-27,"Drumul Speranța Nistor, Chitila, 132852",0725 229 788,20:47:fd:47:2f:fc,141.9.185.207,RO74MRWT5332341300069707,2025-04-02 00:53:47,28203,622,39,1252932,07061805-e40a-4db4-b8b7-3e3698c99ebb
Raul Stan,raulstan,raulstan@gmail.com,8170904448485,1957-10-16,"Aleea Popescu Nr. 63 Bl. 78  Sc. 25 Ap. 327, Stei, 135750",0254 110 141,64:b5:cf:04:a8:9e,39.61.79.72,RO73HLYQ9316997038620226,2025-04-02 00:53:47,4061,730,141,1751925,1a63baef-3bc1-42b8-bc4a-3d6d9a773259
Adi Eftimie,adieftimie,adieftimie@zzup.ro,5720207210388,1937-10-22,"Aleea Nistor Nr. 861, Radauti, 635518",0769 223 813,46:b9:69:3d:f1:40,28.179.251.109,RO38PNIK7741445999628111,2025-04-02 00:53:47,834,790,132,1197299,1d4b3001-234d-4eaf-ba58-8503558eae08
Aureliana Barbu,aurelianabarbu,aurelianabarbu@post.ro,8470210368109,1961-10-18,"Strada Jana Ioniță, Peretu, 836762",0720 259 963,06:35:17:e7:e3:5e,113.121.240.25,RO31UXDV8437523133673797,2025-04-02 00:53:47,12803,138,695,1903461,cb03ed14-e673-47f3-950c-6b1fc85bbfe6
Florentin Tomescu,florentintomescu,florentintomescu@post.ro,4360714217391,1921-10-06,"Intrarea Stan, Zalau, 934834",0723 035 063,18:f5:d7:14:c2:8b,130.212.21.4,RO67NLUE2253823217072641,2025-04-02 00:53:47,35938,498,52,228471,50741628-5a7a-4fb3-9495-b55a7fe4c453
Simina Stănescu,siminastănescu,siminastănescu@kappa.ro,3050108152824,1993-05-11,"Soseaua Voinea Nr. 575, Fundeni, 496582",0722 090 190,52:8b:c5:75:14:d1,101.153.195.4,RO03VSFK3168633510231029,2025-04-02 00:53:47,7957,863,761,826533,cda054b4-cd94-450b-90c6-c169b82ae81f
Irina Preda,irinapreda,irinapreda@kappa.ro,3011131290256,1911-03-05,"Soseaua Anghelina Toma, Bacau, 898589",0753 248 433,3e:6c:df:4c:b9:fe,191.149.165.34,RO59PPNM3797194074982760,2025-04-02 00:53:47,17076,279,201,1129528,6bcb33c6-595a-4d1b-a435-a9fac7693c80
Sofia Ene,sofiaene,sofiaene@email.ro,6301009132778,2013-08-26,"Drumul Panagachie Pop Nr. 80 Bl. 83  Sc. 55 Ap. 150, Husi, 888502",0237 537 350,f4:9d:52:d5:4e:8e,31.161.222.12,RO79QSMU0691163339549336,2025-04-02 00:53:47,32126,682,320,1322933,3b6d00ad-469c-4c18-a150-1c48dc223c0b
Paulica Popa,paulicapopa,paulicapopa@zzup.ro,5340914239198,1912-08-28,"Drumul Tabacu Nr. 72, Oituz, 340494",0233 136 718,1c:64:36:52:0b:92,184.240.243.152,RO33PEGO8564730388902032,2025-04-02 00:53:47,33291,393,89,1006421,dd206ac9-883c-44bd-b4d4-d71199562800
Ivan Dima,ivandima,ivandima@acasa.ro,6601221345767,1944-12-16,"Intrarea Stănescu Nr. 496, Bistrita, 927008",0746 281 404,ba:3e:75:ba:50:e1,199.101.154.107,RO69HPIQ3336471966024738,2025-04-02 00:53:47,24821,334,154,480180,c593d6ef-4b41-4dbc-9c08-a4892860030a
Mărioara Ene,mărioaraene,mărioaraene@acasa.ro,2490927067328,1937-11-17,"Strada Dana Popa Nr. 47, Gheorgheni, 828007",0265 309 397,c4:9a:7d:4c:eb:92,125.202.182.238,RO72UNCA9937822804005029,2025-04-02 00:53:47,18430,917,747,205599,4b11632c-14ee-4a41-a47d-8cf405f8a7d2
Otilia Eftimie,otiliaeftimie,otiliaeftimie@email.ro,1720213248832,1994-11-25,"Strada Antonie Pop, Vulcan, 623362",0728 001 906,26:e0:1a:a5:bf:ca,115.117.194.213,RO27IJFX1259291842696129,2025-04-02 00:53:47,17339,134,240,1931731,794413de-5ac0-4954-98d6-ed4ac1ba8dad
Sava Manole,savamanole,savamanole@kappa.ro,7950517514458,2017-04-10,"Intrarea Aanei Nr. 96 Bl. 13  Sc. 86 Ap. 141, Bolintin-Vale, 671639",0760 660 809,44:89:5e:83:c6:6a,117.130.247.12,RO89BGQA4598077143762730,2025-04-02 00:53:47,17804,202,28,1108993,154c9c67-81e0-4a07-aeb5-00dddf3e5541
Matei Gheorghiu,mateigheorghiu,mateigheorghiu@acasa.ro,2950401210137,1958-09-14,"Intrarea Suciu, Fundeni, 948555",0761 898 566,d0:5c:54:ac:e6:cf,57.47.139.87,RO58ELNA1955678558595227,2025-04-02 00:53:47,17253,820,284,1724552,3fec2f4b-0eaf-445d-82c0-bf75977ac593
Cipriana Suciu,ciprianasuciu,ciprianasuciu@acasa.ro,1031127095081,1951-03-26,"Aleea Pușcașu Nr. 30 Bl. 34  Sc. 36 Ap. 939, Sibiu, 456441",0260 274 442,c0:41:f8:a8:86:ac,208.186.234.28,RO18PLKX7392528033557375,2025-04-02 00:53:47,29491,879,85,1648448,534d1a26-cb33-417f-ab91-73c94c084bd5
Laurenția Eftimie,laurențiaeftimie,laurențiaeftimie@post.ro,1661105409600,1925-03-31,"Soseaua Nistor Nr. 507, Nasaud, 175181",0236 746 258,3c:b3:7c:81:b8:c5,54.60.40.124,RO96EXMU1195011077901697,2025-04-02 00:53:47,6332,447,336,694202,1c19b20e-de45-411c-934a-67d6c9252bc1
Evanghelina Popa,evanghelinapopa,evanghelinapopa@email.ro,3400226263709,2002-01-27,"Aleea Grațian Diaconescu Nr. 278 Bl. 56  Sc. 12 Ap. 928, Bistrita, 100019",0752 306 887,10:9a:f2:56:92:d6,64.92.229.241,RO18RHCD9146272139189621,2025-04-02 00:53:47,6559,781,540,1620151,a318cfc9-3772-4514-b081-87505522eaa7
Florian Stan,florianstan,florianstan@post.ro,8250830016299,1993-07-09,"Aleea Tudor Nr. 613 Bl. 66  Sc. 52 Ap. 201, Sovata, 668654",0788 943 328,6c:ed:c5:73:11:75,58.219.53.10,RO85UPRT3334754501011621,2025-04-02 00:53:47,8036,883,38,1295130,57c8fb22-e18f-41da-8323-f03e50695d28
Anghelina Tudor,anghelinatudor,anghelinatudor@gmail.com,2470730398555,1958-04-17,"Strada Stancu Nr. 939 Bl. 11  Sc. 46 Ap. 655, Pecica, 468728",0237 270 246,4c:f0:83:59:f3:eb,28.129.71.24,RO50CPJB0259579593437428,2025-04-02 00:53:47,26423,728,414,1923342,5a07697b-a35e-4296-88f6-e7b6d51ab55b
Blanduzia Ionescu,blanduziaionescu,blanduziaionescu@acasa.ro,5450205332014,2007-01-28,"Bulevardul Pavel Dochioiu, Targu Jiu, 397553",0735 939 572,70:c0:59:36:c8:cf,187.131.163.9,RO83NLSU3988030671075929,2025-04-02 00:53:47,25600,726,618,325279,97dce112-cdba-407a-9287-6a6342c5379a
Florian Ionescu,florianionescu,florianionescu@email.ro,1140813153270,1952-12-28,"Aleea Stan, Tudora, 660504",0238 540 259,18:30:40:80:91:e0,179.111.158.88,RO49WXMA8243230907900832,2025-04-02 00:53:47,35865,645,85,1015170,4eed91e1-5c17-45a5-a54f-96c20e128e35
Mirabela Nemeș,mirabelanemeș,mirabelanemeș@gmail.com,6691228516013,1966-11-30,"Bulevardul Stoica Nr. 358 Bl. 36  Sc. 13 Ap. 177, Campia Turzii, 160925",0247 907 279,56:8a:95:9f:c4:06,46.33.63.51,RO65BOIC2489467684166890,2025-04-02 00:53:47,18410,919,568,1177984,45f3297f-f8a0-4dac-88a7-9ce425cc0172
Paulica Gheorghiu,paulicagheorghiu,paulicagheorghiu@post.ro,2410528052279,1968-01-20,"Bulevardul Ababei, Insuratei, 984191",0730 183 558,24:94:73:c4:09:90,107.145.40.17,RO14NVFM0257001350215709,2025-04-02 00:53:47,22257,0,455,81975,259e8af3-198e-4d82-b281-d46d0258cdea
Isabela Nistor,isabelanistor,isabelanistor@acasa.ro,6561028023620,1935-01-24,"Intrarea Ghiță Oprea, Oituz, 255884",0753 385 782,0a:f7:43:0c:e0:3a,210.100.93.204,RO08CAOJ8040150270835791,2025-04-02 00:53:47,30771,443,637,144545,f627f576-bbf2-4075-8d17-976dc8f4f608
Darius Tudor,dariustudor,dariustudor@acasa.ro,6260808402882,1964-08-10,"Aleea Zeno Tabacu Nr. 63 Bl. 77  Sc. 89 Ap. 354, Curcani, 425747",0723 509 204,f0:fc:c0:b6:da:d8,42.62.247.231,RO30URAA3204894568979267,2025-04-02 00:53:47,23583,342,417,485365,b6cfa976-ffa0-4236-ab75-25eacad72f63
Vlad Dobre,vladdobre,vladdobre@zzup.ro,4900805052593,1936-01-15,"Strada Florea Nr. 21, Jibou, 388242",0721 462 806,da:01:43:03:1d:95,181.113.63.228,RO74XTIW7587848494265793,2025-04-02 00:53:47,12082,554,14,1447231,4d35be25-00f4-41ae-9861-4e8dd6c82b12
Paraschiva Stancu,paraschivastancu,paraschivastancu@gmail.com,2421016163811,1982-01-13,"Drumul Voinea Nr. 530, Giarmata, 272615",0255 220 932,48:34:fa:ba:3f:4c,41.206.244.224,RO09WWSG7907205929064466,2025-04-02 00:53:47,12950,972,297,688019,ce29f498-40db-4f4b-876a-1119006b0808
Roxana Mocanu,roxanamocanu,roxanamocanu@kappa.ro,2350915420180,1979-09-14,"Drumul Aanei, Mangalia, 868666",0245 676 070,88:a4:41:5c:ef:55,58.236.132.76,RO44OKWZ1160055557515103,2025-04-02 00:53:47,4485,978,208,1348392,ae791442-bb47-4863-bfe7-0308ad570576
Marta Ene,martaene,martaene@post.ro,6830201374295,2020-09-29,"Drumul Ruxandra Mazilescu Nr. 857 Bl. 32  Sc. 55 Ap. 251, Sangeorz-Bai, 244319",0262 449 511,c6:c7:05:e1:5f:58,55.94.191.129,RO16GQFD7244972841627996,2025-04-02 00:53:47,18770,319,511,736441,080090f4-e50d-4d5a-9932-c65424a9845d
Alexandra Ardelean,alexandraardelean,alexandraardelean@kappa.ro,1380904276132,1965-10-07,"Drumul Manole Nr. 730 Bl. 93  Sc. 89 Ap. 971, Fieni, 873224",0786 353 308,a4:84:20:3e:e1:dd,154.132.90.186,RO41IJUF2449397016772226,2025-04-02 00:53:47,34304,827,100,81581,70e277c2-94c6-4e09-8d91-fd9d46bbce38
Emilia Diaconescu,emiliadiaconescu,emiliadiaconescu@acasa.ro,7550527305517,1926-06-09,"Intrarea Xenia Preda, Pipera (Voluntari), 160676",0241 642 673,24:04:eb:e5:47:5d,207.204.69.37,RO62SZOH7721731066611710,2025-04-02 00:53:47,27164,302,206,438189,62026eb1-25ad-4f92-abe3-908e21159c6d
Gina Barbu,ginabarbu,ginabarbu@gmail.com,1380722412649,2014-12-11,"Bulevardul Ionescu, Bailesti, 605730",0238 543 172,3e:63:c1:24:b3:41,44.244.229.143,RO71VXMJ4176723935255997,2025-04-02 00:53:47,15673,672,350,1777054,b4f23f10-135c-45bc-94a9-c4662bec5c54
Jenel Manole,jenelmanole,jenelmanole@gmail.com,7590610094586,1943-03-26,"Strada Georgescu Nr. 29, Borcea, 686319",0729 613 482,1e:0f:58:f0:8c:d5,144.239.223.49,RO24VCMY1755615968001328,2025-04-02 00:53:47,12145,957,112,1896296,e02f4c8f-ac40-41c9-8dd6-297d73f1313b
Natalia Ionescu,nataliaionescu,nataliaionescu@gmail.com,2290620316902,1951-09-12,"Soseaua Pătru Nistor Nr. 72, Giroc, 711659",0744 952 358,3a:68:25:95:32:81,161.126.190.66,RO23BFHH5867865259331193,2025-04-02 00:53:47,1680,600,288,961483,aed4f69d-3a51-42f1-b155-38d90f061146
Lia Nemeș,lianemeș,lianemeș@acasa.ro,5290501404918,1909-07-30,"Strada Romulus Gheorghiu, Marasesti, 804721",0737 103 250,8a:5f:25:c3:8d:37,187.168.93.163,RO67RUPU9267912455229456,2025-04-02 00:53:47,26626,968,643,1723712,a648fc34-5d64-4501-b37e-b9cd7fa7ed9d
Aristița Gheorghiu,aristițagheorghiu,aristițagheorghiu@acasa.ro,1680319260966,2019-02-11,"Drumul Arina Stănescu, Dragasani, 252100",0267 802 635,e4:bb:d9:6e:eb:82,112.178.28.245,RO46DVMJ1233789039205757,2025-04-02 00:53:47,24906,789,781,1675982,cbf0795f-0882-4307-a04c-e9e28c1efb24
Mara Ene,maraene,maraene@post.ro,1090608339589,1934-04-29,"Soseaua Ionescu Nr. 75, Gherla, 806740",0764 905 045,20:b6:f9:bb:44:94,40.28.178.117,RO19MGJY0789784368858003,2025-04-02 00:53:47,30043,654,193,727843,defd5380-6680-4ef3-abe7-54f10f9055ac
Octaviana Ardelean,octavianaardelean,octavianaardelean@gmail.com,4871009053126,1928-06-03,"Aleea Diaconu, Giurgiu, 916614",0256 811 028,ae:bc:81:a6:63:61,71.37.122.50,RO98QAVJ9106095777032819,2025-04-02 00:53:47,793,387,554,13862,0c76b41b-5475-46d2-8bca-d8f6845a4d3d
Leopoldina Aanei,leopoldinaaanei,leopoldinaaanei@email.ro,8690912140514,1961-02-13,"Drumul Ionescu, Dragu-Brad, 822425",0747 085 549,ec:0a:2b:40:8b:f1,5.19.59.236,RO80DTIU4176021031090448,2025-04-02 00:53:47,24484,513,410,1391835,2b0bd8a6-a447-469f-ad1a-3d372440284e
Catinca Stănescu,catincastănescu,catincastănescu@141.ro,3920110387978,2007-08-17,"Aleea Lioara Preda Nr. 30 Bl. 56  Sc. 60 Ap. 897, Adjud, 629796",0743 536 068,24:ee:a8:28:c3:7e,204.96.192.91,RO39FSPZ3922986266244629,2025-04-02 00:53:47,33996,849,543,1211533,8f082aab-c541-44a9-bf6d-8c7d2f1b42a8
Elodia Ababei,elodiaababei,elodiaababei@acasa.ro,8470627510659,1995-10-11,"Aleea Albu Nr. 908, Valenii de Munte, 896624",0245 294 607,26:fe:48:3d:df:e6,161.223.132.28,RO21BDEM7309799200626140,2025-04-02 00:53:47,31099,54,32,1356692,424d5ddf-b679-4a84-a53f-6481f838bcb4
Olimpia Tomescu,olimpiatomescu,olimpiatomescu@post.ro,3540231140182,1921-12-20,"Strada Dorin Preda Nr. 61 Bl. 77  Sc. 80 Ap. 964, Slatina, 549296",0764 137 961,c8:19:e0:68:fd:93,17.50.122.65,RO31CXYU6542566695309301,2025-04-02 00:53:47,26791,739,223,981798,4d266ff2-5059-44c1-8118-da34c6ff65bf
Eugen Tomescu,eugentomescu,eugentomescu@email.ro,7470431391916,1969-05-15,"Drumul Cristea Nr. 556 Bl. 79  Sc. 42 Ap. 749, Maieru, 295478",0236 909 911,28:a1:71:e1:ee:6b,186.129.12.99,RO59AFLX5696503796907784,2025-04-02 00:53:47,28972,366,507,1692894,32c98bca-2a7e-4181-abab-49abe5fbee07
Voichița Barbu,voichițabarbu,voichițabarbu@gmail.com,6010127372079,1982-05-19,"Drumul Gheorghiu Nr. 51, Roseti, 417988",0733 257 628,7c:21:68:e8:2f:b0,171.130.112.146,RO39GCXV4603555400650549,2025-04-02 00:53:47,20182,404,511,1951004,97f1580c-b76f-4649-adee-a7e7d5abb85e
Tiberiu Pop,tiberiupop,tiberiupop@post.ro,5001113119761,1938-12-26,"Bulevardul Cristea Nr. 538, Motru, 867823",0760 050 069,30:57:08:98:00:e8,119.171.38.236,RO11KXNZ4367023328304370,2025-04-02 00:53:47,9352,620,204,1663187,ede9f211-df29-4708-b4df-cb44c24e7045
Mihnea Popa,mihneapopa,mihneapopa@141.ro,4030516339241,1934-02-09,"Strada Alina Pușcașu, Iasi, 266771",0730 636 510,98:7e:e7:e6:6a:52,3.201.24.49,RO70ZUNB0733947357624376,2025-04-02 00:53:47,22037,887,166,1867545,cda04d7f-bea3-4c94-a740-5ecd1fbaefaf
Lascăr Stoica,lascărstoica,lascărstoica@email.ro,1981006205246,1944-11-05,"Bulevardul Niță Nr. 722 Bl. 77  Sc. 86 Ap. 282, Medgidia, 893557",0750 518 354,ae:06:10:7f:ba:3c,157.118.206.19,RO60ACFZ7827322219782450,2025-04-02 00:53:47,2044,436,796,16812,c260eed4-06ea-4802-a8fc-8c12a58186ad
Malvina Tomescu,malvinatomescu,malvinatomescu@141.ro,7730625414482,1929-08-17,"Drumul Iancu Niță Nr. 384, Remetea, 952798",0252 855 927,6a:f0:ce:26:ee:87,215.123.242.205,RO42POIH6367058327011033,2025-04-02 00:53:47,528,691,97,92377,369784be-9cad-4653-a6df-775b264ba54a
Fabiana Dobre,fabianadobre,fabianadobre@kappa.ro,7650322161763,1997-02-01,"Intrarea Tomescu, Gugesti, 864856",0711 238 011,1a:a3:50:c9:19:ad,187.134.106.29,RO14MNMQ5410008233419431,2025-04-02 00:53:47,26385,38,450,867664,a1628611-7948-4d3f-af4a-1c9ba8754f17
Catinca Stan,catincastan,catincastan@kappa.ro,2820725091842,1929-11-11,"Drumul Valter Nemeș, Cugir, 116084",0748 901 993,02:11:4b:3f:14:40,141.122.253.90,RO55JQPT7347102034611416,2025-04-02 00:53:47,8681,413,569,1787860,005e3eca-a873-44e2-b7e2-c26c66865752
Corina Marin,corinamarin,corinamarin@kappa.ro,8470506148633,1932-11-03,"Strada Eduard Tomescu Nr. 48, Bolintin-Vale, 353387",0265 231 823,6a:92:a5:63:79:11,122.174.144.64,RO51XEND6823939834735117,2025-04-02 00:53:47,27605,334,553,999578,9a47893d-b483-4f27-a7a6-1b1f0f4de58d
Ilarie Marin,ilariemarin,ilariemarin@acasa.ro,7920802231557,1924-09-03,"Drumul Oprea Nr. 59 Bl. 74  Sc. 59 Ap. 135, Jibou, 265245",0245 248 452,e4:97:ce:8e:a6:d1,12.95.10.189,RO77ULRW0160299743910402,2025-04-02 00:53:47,19582,3,183,886945,7a3ae3f4-3c4f-4a2d-88e0-14dfc452d553
Constanța Ene,constanțaene,constanțaene@zzup.ro,8931115319614,1982-03-31,"Aleea Nistor Nr. 723, Curcani, 783538",0259 529 361,8e:c6:b0:db:bd:1b,159.200.108.86,RO26XPSG9757374380192295,2025-04-02 00:53:47,16201,442,116,1065479,3f497180-1378-4c90-80e4-8eb4c8163926
Lioara Tomescu,lioaratomescu,lioaratomescu@acasa.ro,8721108218716,1966-12-15,"Aleea Doina Suciu Nr. 64, Floresti, 676121",0760 109 959,20:f6:e3:bf:32:8c,103.208.66.90,RO44XZIO8528828647591668,2025-04-02 00:53:47,33392,683,754,1224924,f59849af-56c3-4ee6-a382-13ae85fa4b75
Larisa Ioniță,larisaioniță,larisaioniță@141.ro,7200229296303,1991-09-08,"Aleea Stancu, Roseti, 330041",0231 824 679,6a:d0:0a:01:74:bc,174.205.61.251,RO73FSDB9751782645477081,2025-04-02 00:53:47,28038,410,467,1795225,7dc91991-7084-4834-8bfd-c177bfe05572
Petronela Ababei,petronelaababei,petronelaababei@email.ro,5290213358933,2013-01-27,"Drumul Tudor Nr. 815 Bl. 20  Sc. 92 Ap. 612, Urziceni, 356082",0741 211 778,44:f5:4b:1e:7f:74,113.2.232.158,RO35WHWY2475637521205352,2025-04-02 00:53:47,33405,405,234,1210080,628ca5f9-b53b-4735-9f08-edf0c21fd978
Viorica Dochioiu,vioricadochioiu,vioricadochioiu@acasa.ro,8020723228178,2006-07-28,"Drumul Stancu, Sabaoani, 126433",0734 897 878,1a:fe:5a:cd:13:ee,117.118.92.146,RO79YEVQ3874782676919709,2025-04-02 00:53:47,9020,642,145,543186,90b2db5d-84f5-4ab8-9820-e67e5a6a13f4
Steluța Stancu,steluțastancu,steluțastancu@gmail.com,3820931390549,2010-04-18,"Intrarea Georgescu Nr. 983, Floresti, 840107",0265 297 172,b2:2a:c1:34:e6:6d,22.206.218.67,RO45CALS8792802738795313,2025-04-02 00:53:47,14887,468,604,1515775,f462843b-be96-4f6f-baef-fa56fcc361c5
Alin Suciu,alinsuciu,alinsuciu@141.ro,1390308468282,2001-01-25,"Aleea Voinea, Hunedoara, 311267",0727 234 043,a8:58:65:fd:8f:92,208.49.32.40,RO09JOJO3200376900976842,2025-04-02 00:53:47,22705,742,143,1560670,2601a2f6-8b18-4208-b020-09cc6102607c
Robert Florea,robertflorea,robertflorea@email.ro,8270617293108,2015-05-14,"Intrarea Clementina Nemeș Nr. 65, Corund, 605099",0727 827 531,aa:d9:46:e9:d6:ec,1.57.222.153,RO05QBRE0328934937096499,2025-04-02 00:53:47,7692,343,137,1591327,a9d0d46f-b4c1-4641-ba15-ee7cd25d2c5d
Nicolae Niță,nicolaeniță,nicolaeniță@post.ro,5000518527971,2004-09-05,"Intrarea Catinca Niță Nr. 88, Codlea, 635670",0736 772 744,b8:5e:57:41:df:81,134.208.18.187,RO23PXDX5722493944303912,2025-04-02 00:53:47,32879,535,383,1185610,f88cbeff-9f7a-4b5c-b3b9-c5b4cb10c860
Paul Niță,paulniță,paulniță@post.ro,2810413211923,1984-05-18,"Aleea Ionescu Nr. 158, Curtici, 471261",0749 626 814,b4:3e:ef:ad:a3:8c,61.153.245.67,RO04BRYF7906276026280700,2025-04-02 00:53:47,26915,254,509,1329732,31d04cc6-4b6a-4d53-b571-e32e0a77a3c3
Cedrin Niță,cedrinniță,cedrinniță@141.ro,7280318334205,1970-05-28,"Drumul Stănescu, Salonta, 784775",0784 561 157,34:05:4c:44:f0:2d,46.46.106.155,RO83SGGK7551728091682476,2025-04-02 00:53:47,30558,599,358,630919,c4333eaa-1312-4f93-a5e5-2855d058e048
Timea Marin,timeamarin,timeamarin@zzup.ro,4831123204898,1973-09-14,"Strada Diaconu Nr. 571 Bl. 16  Sc. 74 Ap. 284, Arad, 670113",0232 950 094,84:56:26:84:34:a8,115.115.158.32,RO39SEAP6553307889543073,2025-04-02 00:53:47,25382,156,385,1000003,28dd4d5f-e681-4b47-b248-f3daba8d7ed3
Alice Ioniță,aliceioniță,aliceioniță@acasa.ro,5780716042288,1972-01-03,"Aleea Nistor Nr. 249, Focsani, 705341",0256 980 024,e2:93:73:7e:28:44,98.231.133.125,RO80WQVE0783485102764426,2025-04-02 00:53:47,34325,707,106,1096896,eceb2493-603d-46cb-af32-08b1f04bd51a
Horea Barbu,horeabarbu,horeabarbu@kappa.ro,1101101369499,1940-05-23,"Bulevardul Zamfir Popescu, Victoria, 756486",021 669 5419,f8:72:32:52:06:8f,86.57.247.182,RO74NYRX4437688187934818,2025-04-02 00:53:47,34746,289,190,1554969,94d1797c-d946-436c-be97-2f254560332e
Floare Nistor,floarenistor,floarenistor@gmail.com,3510631385673,1947-12-17,"Intrarea Tabacu, Tecuci, 337440",0237 733 347,38:41:1d:8b:88:c9,191.235.227.88,RO42HHCB3430999595967759,2025-04-02 00:53:47,17543,903,546,318427,362cf999-72e4-4acc-ac28-d107d32e2cf6
Anca Nistor,ancanistor,ancanistor@acasa.ro,7921229245771,2022-10-18,"Bulevardul Popa Nr. 99, Cajvana, 541346",0762 327 120,da:08:d9:1c:13:90,115.21.226.4,RO31SLCG5646700137775410,2025-04-02 00:53:47,6350,286,460,967316,768c53bd-e083-4b34-8c12-d7bfc0f30023
Adrian Suciu,adriansuciu,adriansuciu@zzup.ro,3691112068802,1977-08-29,"Aleea Pușcașu, Simleu Silvaniei, 459568",0235 504 730,2e:a6:a9:5b:04:4c,174.170.48.183,RO14GARJ5481441999956581,2025-04-02 00:53:47,648,389,85,759619,6dfc674b-348c-4131-bbb2-0d05fc065cee
Silvana Pușcașu,silvanapușcașu,silvanapușcașu@kappa.ro,7750816382742,1934-07-23,"Intrarea Oana Ardelean Nr. 670 Bl. 19  Sc. 88 Ap. 219, Jilava, 317475",0760 774 285,38:af:f7:b0:51:11,206.76.142.220,RO85VYSW0217437787042403,2025-04-02 00:53:47,18738,148,313,231612,dfe43bbd-b016-44ca-af62-4eebc3230120
Georgia Ene,georgiaene,georgiaene@acasa.ro,4341228429907,2001-11-20,"Strada Dochioiu Nr. 427 Bl. 73  Sc. 14 Ap. 873, Campulung, 729728",0741 302 583,da:b7:ec:32:f2:88,203.10.163.109,RO56UFSM5989165358245504,2025-04-02 00:53:47,15451,150,222,603472,58ba9ba0-0397-4c5b-befb-9f71587be0c1
Dorel Dinu,doreldinu,doreldinu@post.ro,4210415179039,1924-03-06,"Drumul Antoniu Tabacu, Codlea, 748291",0266 867 703,36:5a:c3:e5:6f:89,37.9.104.228,RO42LLXI8631248200239238,2025-04-02 00:53:47,15843,757,473,93157,73cc9194-d20b-43aa-b174-ccd839f44303
Sorin Preda,sorinpreda,sorinpreda@post.ro,1300226221888,1951-08-26,"Soseaua Filip Popescu Nr. 10, Dabuleni, 902659",0724 510 089,f2:aa:f8:be:e4:b2,170.200.56.75,RO38YGBD7608772433456938,2025-04-02 00:53:47,20781,634,343,1639788,ec473fb7-fe4c-4a7f-b7f5-bdf51acb84e5
Geanina Tabacu,geaninatabacu,geaninatabacu@email.ro,7261222297904,1973-02-23,"Soseaua Nistor Nr. 180, Ianca, 439964",0246 184 864,32:77:cc:a6:b0:da,27.127.15.179,RO17IWMC0607325900955613,2025-04-02 00:53:47,2151,147,259,115787,0483a65d-0f32-446f-9786-df6a61e4fa1a
Daciana Ababei,dacianaababei,dacianaababei@zzup.ro,4270214017247,1915-08-06,"Strada Popa, Matca, 967129",0241 784 502,d8:c3:d5:4f:c9:cf,167.234.40.0,RO19ZKDB7596920531011779,2025-04-02 00:53:47,14882,179,51,1689036,055ec6e5-20f1-473f-87d1-448fe30993d5
Fiodor Pop,fiodorpop,fiodorpop@acasa.ro,2920613070506,1992-08-12,"Bulevardul Sergiu Ababei Nr. 20 Bl. 85  Sc. 79 Ap. 825, Oituz, 847936",0239 470 537,c0:8e:e4:26:52:22,34.47.111.135,RO86CEKC6073372523734362,2025-04-02 00:53:47,28284,920,333,413152,01782305-81ec-4127-afcd-649c99cb17a2
Renata Florea,renataflorea,renataflorea@acasa.ro,6290818133786,2006-05-22,"Bulevardul Dochioiu Nr. 882 Bl. 73  Sc. 53 Ap. 872, Baia Mare, 632070",0742 328 808,80:0b:55:6c:bb:36,109.167.247.135,RO64WXXR4554622379398796,2025-04-02 00:53:47,5177,280,249,1164703,13c048e1-a851-426c-8c36-bc814670246b
Stancu Eftimie,stancueftimie,stancueftimie@141.ro,3490729259972,1941-10-05,"Drumul Mocanu Nr. 769, Negresti, 463189",0760 525 174,9a:8f:74:65:f0:85,169.70.183.48,RO24AXVE8828187882476940,2025-04-02 00:53:47,2482,359,691,1372943,cbcaf41c-c9cd-4d5e-9fe7-b127bef447c5
Profira Mazilescu,profiramazilescu,profiramazilescu@zzup.ro,7290813427841,1959-10-16,"Aleea Tomescu Nr. 880, Pancota, 545561",0237 365 528,e4:99:e4:19:87:fa,54.79.14.147,RO54TAXN0047686481182473,2025-04-02 00:53:47,18263,782,401,1403871,6b8f7d06-a31f-4003-b6b6-c7a2341667a1
Alexe Mocanu,alexemocanu,alexemocanu@gmail.com,2381218521660,1973-02-08,"Drumul Angela Stan Nr. 55 Bl. 17  Sc. 76 Ap. 513, Cumpana, 622623",0255 976 927,24:2d:ad:8e:6d:6a,17.230.125.23,RO62YQNU8164810554358633,2025-04-02 00:53:47,10293,510,725,901823,d51215c1-b9b4-478f-ba11-840be44f9426
Brăduț Mocanu,brăduțmocanu,brăduțmocanu@kappa.ro,8670616365617,1996-06-28,"Aleea Codruța Ardelean, Beclean, 395282",021 377 9796,c0:56:0c:e6:e1:63,32.225.180.192,RO50INLC1963763708628676,2025-04-02 00:53:47,9121,104,582,1465781,82e5e5a4-7dd0-4063-a560-edf1bed26b5f
Aurelia Mocanu,aureliamocanu,aureliamocanu@acasa.ro,4550331318348,2010-08-27,"Aleea Zaharia Tudor, Dorohoi, 601384",0749 489 511,46:2b:21:2f:2b:09,223.169.189.133,RO16IGYT8201314253321802,2025-04-02 00:53:47,6245,113,258,899928,7360b3fc-c93d-4c62-b6c1-6880eb1ad50c
